IDProiezione, IDFilm, IDsala, prezzo, data, postiLiberi, disposizionePosti
56,2, 2, 7.50, 11-07-2022 20:30:00, 60, 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1
57,2, 2, 7.50, 12-07-2022 16:30:00, 60, 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1
58,2, 2, 7.50, 12-07-2022 20:30:00, 60, 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1
59,2, 2, 7.50, 13-07-2022 16:30:00, 60, 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1
60,2, 2, 7.50, 13-07-2022 20:30:00, 60, 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1
61,2, 2, 7.50, 14-07-2022 16:30:00, 60, 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1
62,2, 2, 7.50, 14-07-2022 20:30:00, 60, 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1
63,2, 2, 7.50, 15-07-2022 16:30:00, 60, 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1
64,2, 2, 7.50, 15-07-2022 20:30:00, 60, 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1
65,2, 2, 7.50, 16-07-2022 16:30:00, 60, 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1
66,2, 2, 7.50, 16-07-2022 20:30:00, 60, 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1
67,2, 2, 7.50, 17-07-2022 16:30:00, 60, 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1
68,2, 2, 7.50, 17-07-2022 20:30:00, 60, 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1; 1: 0: 1: 1: 0: 1: 1: 0: 1
69,3, 4, 7.50, 01-07-2022 18:30:00, 105, 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1
70,3, 4, 7.50, 01-07-2022 22:30:00, 105, 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1
71,3, 4, 7.50, 02-07-2022 18:30:00, 105, 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1
72,3, 4, 7.50, 02-07-2022 22:30:00, 105, 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1
73,3, 4, 7.50, 03-07-2022 18:30:00, 105, 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1
74,3, 4, 7.50, 03-07-2022 22:30:00, 105, 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1
75,3, 4, 7.50, 04-07-2022 18:30:00, 105, 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1
76,3, 4, 7.50, 04-07-2022 22:30:00, 105, 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1
77,3, 4, 7.50, 05-07-2022 18:30:00, 105, 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1
78,3, 4, 7.50, 05-07-2022 22:30:00, 105, 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1
79,3, 4, 7.50, 06-07-2022 18:30:00, 105, 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1
80,3, 4, 7.50, 06-07-2022 22:30:00, 105, 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1
81,3, 4, 7.50, 07-07-2022 18:30:00, 105, 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1
82,3, 4, 7.50, 07-07-2022 22:30:00, 105, 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1
83,3, 4, 7.50, 08-07-2022 18:30:00, 105, 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1
84,3, 4, 7.50, 08-07-2022 22:30:00, 105, 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1
85,3, 4, 7.50, 09-07-2022 18:30:00, 105, 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1
86,3, 4, 7.50, 09-07-2022 22:30:00, 105, 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1
87,3, 4, 7.50, 10-07-2022 18:30:00, 105, 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1
88,3, 4, 7.50, 10-07-2022 22:30:00, 105, 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1
89,3, 4, 7.50, 11-07-2022 18:30:00, 105, 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1
90,3, 4, 7.50, 11-07-2022 22:30:00, 105, 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1
91,3, 4, 7.50, 12-07-2022 18:30:00, 105, 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1
92,3, 4, 7.50, 12-07-2022 22:30:00, 105, 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1
93,3, 4, 7.50, 13-07-2022 18:30:00, 105, 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0: 0; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1; 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1: 1
